No, Freq(Hz), Ampt_Trace1(dBm), Ampt_Trace2(dBm), Ampt_Trace3(dBm), Ampt_Trace4(dBm), Ampt_Trace5(dBm), Loc
365, 364427927, -49.77, -47.96, -51.34, 0.00, 0.00,(0 0)
366, 365428828, -50.09, -49.25, -51.71, 0.00, 0.00,(0 0)
367, 366429729, -47.99, -47.13, -49.57, 0.00, 0.00,(0 0)
368, 367430630, -47.50, -46.24, -49.21, 0.00, 0.00,(0 0)
369, 368431531, -47.64, -46.46, -49.66, 0.00, 0.00,(0 0)
370, 369432432, -50.17, -48.62, -51.80, 0.00, 0.00,(0 0)
371, 370433333, -49.70, -45.29, -51.73, 0.00, 0.00,(0 0)
372, 371434234, -47.59, -39.07, -49.41, 0.00, 0.00,(0 0)
373, 372435135, -47.51, -44.49, -49.19, 0.00, 0.00,(0 0)
374, 373436036, -47.55, -45.35, -49.53, 0.00, 0.00,(0 0)
375, 374436936, -49.88, -48.17, -51.30, 0.00, 0.00,(0 0)
376, 375437837, -49.87, -48.30, -51.34, 0.00, 0.00,(0 0)
377, 376438738, -48.26, -46.21, -49.71, 0.00, 0.00,(0 0)
378, 377439639, -48.99, -47.49, -50.55, 0.00, 0.00,(0 0)
379, 378440540, -49.40, -47.08, -50.76, 0.00, 0.00,(0 0)
380, 379441441, -51.90, -49.74, -53.19, 0.00, 0.00,(0 0)
381, 380442342, -55.57, -49.48, -56.58, 0.00, 0.00,(0 0)
382, 381443243, -55.83, -55.39, -56.76, 0.00, 0.00,(0 0)
383, 382444144, -55.92, -53.90, -56.52, 0.00, 0.00,(0 0)
384, 383445045, -56.15, -54.51, -56.74, 0.00, 0.00,(0 0)
385, 384445945, -56.13, -46.96, -57.06, 0.00, 0.00,(0 0)
386, 385446846, -56.22, -42.18, -56.90, 0.00, 0.00,(0 0)
387, 386447747, -56.19, -49.64, -56.95, 0.00, 0.00,(0 0)
388, 387448648, -56.04, -44.12, -56.98, 0.00, 0.00,(0 0)
389, 388449549, -56.09, -45.43, -57.01, 0.00, 0.00,(0 0)
390, 389450450, -56.29, -54.59, -57.26, 0.00, 0.00,(0 0)
391, 390451351, -56.46, -54.79, -57.28, 0.00, 0.00,(0 0)
392, 391452252, -56.45, -55.80, -57.10, 0.00, 0.00,(0 0)
393, 392453153, -56.40, -55.47, -57.08, 0.00, 0.00,(0 0)
394, 393454054, -56.34, -54.21, -57.05, 0.00, 0.00,(0 0)
395, 394454954, -56.17, -50.77, -57.08, 0.00, 0.00,(0 0)
396, 395455855, -56.26, -53.10, -57.30, 0.00, 0.00,(0 0)
397, 396456756, -56.41, -55.47, -57.22, 0.00, 0.00,(0 0)
398, 397457657, -56.50, -55.35, -57.23, 0.00, 0.00,(0 0)
399, 398458558, -56.49, -55.91, -57.16, 0.00, 0.00,(0 0)
400, 399459459, -56.39, -55.36, -57.10, 0.00, 0.00,(0 0)
401, 400460360, -56.17, -55.17, -57.43, 0.00, 0.00,(0 0)
402, 401461261, -56.23, -55.26, -57.04, 0.00, 0.00,(0 0)
403, 402462162, -56.13, -55.61, -56.90, 0.00, 0.00,(0 0)
404, 403463063, -56.20, -48.70, -56.99, 0.00, 0.00,(0 0)
405, 404463963, -56.24, -48.59, -57.55, 0.00, 0.00,(0 0)
406, 405464864, -56.28, -55.28, -56.93, 0.00, 0.00,(0 0)
407, 406465765, -56.11, -55.25, -56.77, 0.00, 0.00,(0 0)
408, 407466666, -56.01, -54.94, -57.18, 0.00, 0.00,(0 0)
409, 408467567, -55.71, -53.49, -56.73, 0.00, 0.00,(0 0)
410, 409468468, -55.83, -54.76, -56.58, 0.00, 0.00,(0 0)
411, 410469369, -55.92, -55.08, -56.74, 0.00, 0.00,(0 0)
412, 411470270, -55.91, -55.34, -56.66, 0.00, 0.00,(0 0)
413, 412471171, -55.94, -54.26, -56.77, 0.00, 0.00,(0 0)
414, 413472072, -55.84, -52.36, -56.48, 0.00, 0.00,(0 0)
415, 414472972, -55.78, -50.35, -56.40, 0.00, 0.00,(0 0)
416, 415473873, -55.80, -55.01, -56.58, 0.00, 0.00,(0 0)
417, 416474774, -55.91, -55.12, -56.42, 0.00, 0.00,(0 0)
418, 417475675, -55.97, -52.19, -56.97, 0.00, 0.00,(0 0)
419, 418476576, -56.02, -55.10, -57.07, 0.00, 0.00,(0 0)
420, 419477477, -56.02, -55.40, -56.85, 0.00, 0.00,(0 0)
421, 420478378, -56.01, -55.10, -57.25, 0.00, 0.00,(0 0)
422, 421479279, -55.89, -54.41, -56.72, 0.00, 0.00,(0 0)
423, 422480180, -56.09, -55.24, -56.89, 0.00, 0.00,(0 0)
424, 423481081, -56.27, -55.57, -57.13, 0.00, 0.00,(0 0)
425, 424481981, -56.39, -55.74, -57.29, 0.00, 0.00,(0 0)
426, 425482882, -56.41, -55.41, -57.26, 0.00, 0.00,(0 0)
427, 426483783, -56.49, -55.64, -57.08, 0.00, 0.00,(0 0)
428, 427484684, -56.34, -55.91, -57.14, 0.00, 0.00,(0 0)
429, 428485585, -56.54, -55.96, -57.64, 0.00, 0.00,(0 0)
430, 429486486, -56.60, -56.09, -57.28, 0.00, 0.00,(0 0)
431, 430487387, -56.75, -55.74, -57.97, 0.00, 0.00,(0 0)
432, 431488288, -56.89, -55.57, -57.45, 0.00, 0.00,(0 0)
433, 432489189, -56.89, -56.24, -57.55, 0.00, 0.00,(0 0)
434, 433490090, -56.96, -56.23, -57.78, 0.00, 0.00,(0 0)
435, 434490990, -56.92, -55.64, -57.70, 0.00, 0.00,(0 0)
436, 435491891, -56.74, -56.09, -57.74, 0.00, 0.00,(0 0)
437, 436492792, -56.87, -56.19, -57.99, 0.00, 0.00,(0 0)
438, 437493693, -56.95, -53.83, -57.67, 0.00, 0.00,(0 0)
439, 438494594, -57.06, -56.37, -57.91, 0.00, 0.00,(0 0)
440, 439495495, -57.00, -56.13, -57.78, 0.00, 0.00,(0 0)
441, 440496396, -56.84, -56.28, -57.45, 0.00, 0.00,(0 0)
442, 441497297, -56.92, -55.97, -57.82, 0.00, 0.00,(0 0)
443, 442498198, -56.86, -50.92, -57.46, 0.00, 0.00,(0 0)
444, 443499099, -56.91, -54.90, -57.95, 0.00, 0.00,(0 0)
445, 444500000, -57.06, -56.40, -57.96, 0.00, 0.00,(0 0)
446, 445500900, -57.07, -55.95, -57.93, 0.00, 0.00,(0 0)
447, 446501801, -56.86, -55.75, -57.76, 0.00, 0.00,(0 0)
448, 447502702, -56.66, -55.76, -57.64, 0.00, 0.00,(0 0)
449, 448503603, -56.48, -55.64, -57.33, 0.00, 0.00,(0 0)
450, 449504504, -56.26, -55.53, -57.10, 0.00, 0.00,(0 0)
451, 450505405, -56.30, -55.44, -57.14, 0.00, 0.00,(0 0)
452, 451506306, -56.49, -55.74, -57.21, 0.00, 0.00,(0 0)
453, 452507207, -56.36, -52.24, -57.11, 0.00, 0.00,(0 0)
454, 453508108, -56.05, -54.42, -56.95, 0.00, 0.00,(0 0)
455, 454509009, -54.84, -51.19, -56.33, 0.00, 0.00,(0 0)
456, 455509909, -54.69, -53.89, -55.92, 0.00, 0.00,(0 0)
457, 456510810, -55.65, -54.67, -56.31, 0.00, 0.00,(0 0)
458, 457511711, -55.77, -54.93, -56.40, 0.00, 0.00,(0 0)
459, 458512612, -55.60, -55.04, -56.34, 0.00, 0.00,(0 0)
460, 459513513, -55.35, -54.82, -56.31, 0.00, 0.00,(0 0)
461, 460514414, -55.12, -54.55, -55.80, 0.00, 0.00,(0 0)
462, 461515315, -55.42, -54.87, -56.27, 0.00, 0.00,(0 0)
463, 462516216, -55.41, -54.64, -56.15, 0.00, 0.00,(0 0)
464, 463517117, -55.42, -54.54, -56.04, 0.00, 0.00,(0 0)
465, 464518018, -55.17, -54.24, -55.89, 0.00, 0.00,(0 0)
466, 465518918, -55.27, -54.24, -56.12, 0.00, 0.00,(0 0)
467, 466519819, -55.42, -54.73, -56.29, 0.00, 0.00,(0 0)
468, 467520720, -55.45, -54.86, -56.29, 0.00, 0.00,(0 0)
469, 468521621, -55.41, -54.60, -56.09, 0.00, 0.00,(0 0)
470, 469522522, -55.14, -54.22, -56.13, 0.00, 0.00,(0 0)
471, 470523423, -54.55, -52.48, -56.13, 0.00, 0.00,(0 0)
472, 471524324, -54.00, -52.40, -56.61, 0.00, 0.00,(0 0)
473, 472525225, -56.03, -54.99, -57.08, 0.00, 0.00,(0 0)
474, 473526126, -56.13, -55.57, -57.24, 0.00, 0.00,(0 0)
475, 474527027, -56.23, -54.22, -57.06, 0.00, 0.00,(0 0)
476, 475527927, -56.33, -55.91, -57.15, 0.00, 0.00,(0 0)
477, 476528828, -56.46, -55.58, -57.62, 0.00, 0.00,(0 0)
478, 477529729, -56.67, -55.71, -57.80, 0.00, 0.00,(0 0)
479, 478530630, -57.00, -50.77, -58.38, 0.00, 0.00,(0 0)
480, 479531531, -56.22, -54.70, -57.20, 0.00, 0.00,(0 0)
481, 480532432, -56.14, -55.50, -56.78, 0.00, 0.00,(0 0)
482, 481533333, -57.02, -56.43, -57.91, 0.00, 0.00,(0 0)
483, 482534234, -56.89, -56.55, -57.83, 0.00, 0.00,(0 0)
484, 483535135, -55.93, -55.27, -56.98, 0.00, 0.00,(0 0)
485, 484536036, -56.68, -56.11, -57.87, 0.00, 0.00,(0 0)
486, 485536936, -57.11, -56.08, -57.74, 0.00, 0.00,(0 0)
487, 486537837, -56.99, -56.54, -57.74, 0.00, 0.00,(0 0)
488, 487538738, -56.83, -56.21, -57.85, 0.00, 0.00,(0 0)
489, 488539639, -56.82, -56.33, -57.66, 0.00, 0.00,(0 0)
490, 489540540, -56.87, -56.39, -57.58, 0.00, 0.00,(0 0)
491, 490541441, -57.17, -56.24, -58.10, 0.00, 0.00,(0 0)
492, 491542342, -57.63, -57.14, -58.32, 0.00, 0.00,(0 0)
493, 492543243, -57.80, -57.09, -58.39, 0.00, 0.00,(0 0)
494, 493544144, -57.52, -56.89, -58.05, 0.00, 0.00,(0 0)
495, 494545045, -57.53, -56.76, -58.66, 0.00, 0.00,(0 0)
496, 495545945, -57.60, -57.17, -58.99, 0.00, 0.00,(0 0)
497, 496546846, -57.74, -56.22, -58.67, 0.00, 0.00,(0 0)
498, 497547747, -57.96, -57.20, -58.66, 0.00, 0.00,(0 0)
499, 498548648, -57.96, -57.26, -58.68, 0.00, 0.00,(0 0)
500, 499549549, -57.80, -57.10, -58.57, 0.00, 0.00,(0 0)
501, 500550450, -57.55, -56.63, -58.24, 0.00, 0.00,(0 0)
502, 501551351, -53.40, -48.84, -56.25, 0.00, 0.00,(0 0)
503, 502552252, -46.82, -43.21, -49.60, 0.00, 0.00,(0 0)
504, 503553153, -45.43, -43.15, -47.81, 0.00, 0.00,(0 0)
505, 504554054, -44.74, -42.05, -47.18, 0.00, 0.00,(0 0)
506, 505554954, -42.90, -39.66, -44.27, 0.00, 0.00,(0 0)
507, 506555855, -42.80, -38.59, -44.62, 0.00, 0.00,(0 0)
508, 507556756, -42.95, -40.69, -45.81, 0.00, 0.00,(0 0)
509, 508557657, -43.24, -40.55, -45.02, 0.00, 0.00,(0 0)
510, 509558558, -42.13, -39.26, -46.28, 0.00, 0.00,(0 0)
511, 510559459, -40.55, -37.52, -42.52, 0.00, 0.00,(0 0)
512, 511560360, -38.60, -35.52, -41.83, 0.00, 0.00,(0 0)
513, 512561261, -39.49, -36.58, -44.16, 0.00, 0.00,(0 0)
514, 513562162, -40.22, -38.10, -46.18, 0.00, 0.00,(0 0)
515, 514563063, -40.08, -38.86, -45.45, 0.00, 0.00,(0 0)
516, 515563963, -40.43, -38.41, -43.53, 0.00, 0.00,(0 0)
517, 516564864, -39.75, -36.24, -42.44, 0.00, 0.00,(0 0)
518, 517565765, -42.00, -40.39, -46.05, 0.00, 0.00,(0 0)
519, 518566666, -48.88, -47.38, -51.71, 0.00, 0.00,(0 0)
520, 519567567, -52.25, -51.04, -53.43, 0.00, 0.00,(0 0)
521, 520568468, -52.80, -52.04, -53.93, 0.00, 0.00,(0 0)
522, 521569369, -51.67, -51.18, -52.96, 0.00, 0.00,(0 0)
523, 522570270, -52.38, -51.79, -54.09, 0.00, 0.00,(0 0)
524, 523571171, -52.31, -51.44, -54.19, 0.00, 0.00,(0 0)
525, 524572072, -52.14, -51.05, -53.74, 0.00, 0.00,(0 0)
526, 525572972, -52.91, -51.70, -54.04, 0.00, 0.00,(0 0)
527, 526573873, -57.06, -56.37, -58.04, 0.00, 0.00,(0 0)
528, 527574774, -58.26, -55.57, -59.11, 0.00, 0.00,(0 0)
529, 528575675, -58.42, -57.10, -59.11, 0.00, 0.00,(0 0)
530, 529576576, -58.54, -57.86, -59.20, 0.00, 0.00,(0 0)
531, 530577477, -58.66, -57.78, -59.55, 0.00, 0.00,(0 0)
532, 531578378, -58.85, -58.31, -59.77, 0.00, 0.00,(0 0)
533, 532579279, -58.70, -57.97, -59.60, 0.00, 0.00,(0 0)
534, 533580180, -58.68, -58.02, -59.62, 0.00, 0.00,(0 0)
535, 534581081, -58.59, -57.87, -59.44, 0.00, 0.00,(0 0)
536, 535581981, -58.63, -58.00, -59.26, 0.00, 0.00,(0 0)
537, 536582882, -58.72, -58.02, -59.57, 0.00, 0.00,(0 0)
538, 537583783, -58.71, -57.33, -59.95, 0.00, 0.00,(0 0)
539, 538584684, -58.73, -56.33, -59.47, 0.00, 0.00,(0 0)
540, 539585585, -58.55, -57.56, -59.36, 0.00, 0.00,(0 0)
541, 540586486, -58.45, -57.71, -59.24, 0.00, 0.00,(0 0)
542, 541587387, -58.43, -57.74, -59.43, 0.00, 0.00,(0 0)
543, 542588288, -58.45, -57.78, -58.94, 0.00, 0.00,(0 0)
544, 543589189, -58.44, -53.53, -59.43, 0.00, 0.00,(0 0)
545, 544590090, -58.45, -57.75, -59.51, 0.00, 0.00,(0 0)
546, 545590990, -58.49, -57.65, -59.39, 0.00, 0.00,(0 0)
547, 546591891, -58.35, -57.71, -59.25, 0.00, 0.00,(0 0)
548, 547592792, -58.15, -57.37, -58.85, 0.00, 0.00,(0 0)
549, 548593693, -58.09, -57.27, -58.94, 0.00, 0.00,(0 0)
550, 549594594, -58.03, -57.33, -58.76, 0.00, 0.00,(0 0)
551, 550595495, -58.05, -53.80, -58.75, 0.00, 0.00,(0 0)
552, 551596396, -58.12, -57.41, -58.88, 0.00, 0.00,(0 0)
553, 552597297, -58.09, -56.94, -59.01, 0.00, 0.00,(0 0)
554, 553598198, -58.00, -57.32, -58.78, 0.00, 0.00,(0 0)
555, 554599099, -57.93, -57.08, -58.93, 0.00, 0.00,(0 0)
556, 555600000, -57.87, -56.84, -58.80, 0.00, 0.00,(0 0)
557, 556600900, -57.95, -56.85, -58.55, 0.00, 0.00,(0 0)
558, 557601801, -58.05, -57.49, -58.83, 0.00, 0.00,(0 0)
559, 558602702, -58.05, -57.16, -59.26, 0.00, 0.00,(0 0)
560, 559603603, -58.03, -57.24, -58.97, 0.00, 0.00,(0 0)
561, 560604504, -57.92, -57.24, -58.62, 0.00, 0.00,(0 0)
562, 561605405, -57.93, -57.40, -58.72, 0.00, 0.00,(0 0)
563, 562606306, -58.06, -57.50, -58.92, 0.00, 0.00,(0 0)
564, 563607207, -58.12, -57.39, -59.09, 0.00, 0.00,(0 0)
565, 564608108, -58.28, -57.63, -59.03, 0.00, 0.00,(0 0)
566, 565609009, -58.33, -57.55, -59.38, 0.00, 0.00,(0 0)
567, 566609909, -58.39, -57.69, -59.24, 0.00, 0.00,(0 0)
568, 567610810, -58.34, -57.41, -59.12, 0.00, 0.00,(0 0)
569, 568611711, -58.41, -57.70, -59.10, 0.00, 0.00,(0 0)
570, 569612612, -58.52, -57.59, -59.35, 0.00, 0.00,(0 0)
571, 570613513, -58.65, -57.05, -59.60, 0.00, 0.00,(0 0)
572, 571614414, -58.91, -57.80, -59.60, 0.00, 0.00,(0 0)
573, 572615315, -58.88, -58.19, -59.51, 0.00, 0.00,(0 0)
574, 573616216, -58.92, -58.14, -59.66, 0.00, 0.00,(0 0)
575, 574617117, -58.88, -58.25, -59.74, 0.00, 0.00,(0 0)
576, 575618018, -58.93, -57.97, -59.78, 0.00, 0.00,(0 0)
577, 576618918, -59.04, -57.95, -59.88, 0.00, 0.00,(0 0)
578, 577619819, -59.18, -58.57, -59.92, 0.00, 0.00,(0 0)
579, 578620720, -59.28, -58.60, -59.83, 0.00, 0.00,(0 0)
580, 579621621, -59.19, -58.26, -60.02, 0.00, 0.00,(0 0)
581, 580622522, -59.17, -58.37, -60.00, 0.00, 0.00,(0 0)
582, 581623423, -59.23, -58.32, -60.10, 0.00, 0.00,(0 0)
583, 582624324, -59.23, -58.58, -59.85, 0.00, 0.00,(0 0)
584, 583625225, -59.34, -58.87, -60.58, 0.00, 0.00,(0 0)
585, 584626126, -59.25, -58.37, -60.06, 0.00, 0.00,(0 0)
586, 585627027, -59.23, -57.92, -60.06, 0.00, 0.00,(0 0)
587, 586627927, -59.29, -58.70, -60.17, 0.00, 0.00,(0 0)
588, 587628828, -59.15, -58.29, -60.08, 0.00, 0.00,(0 0)
589, 588629729, -58.51, -57.79, -59.72, 0.00, 0.00,(0 0)
590, 589630630, -55.28, -53.09, -57.93, 0.00, 0.00,(0 0)
591, 590631531, -47.69, -44.53, -52.29, 0.00, 0.00,(0 0)
592, 591632432, -44.32, -41.87, -48.08, 0.00, 0.00,(0 0)
593, 592633333, -43.74, -43.11, -47.42, 0.00, 0.00,(0 0)
594, 593634234, -44.81, -43.53, -47.48, 0.00, 0.00,(0 0)
595, 594635135, -44.30, -40.82, -46.94, 0.00, 0.00,(0 0)
596, 595636036, -45.39, -43.43, -48.48, 0.00, 0.00,(0 0)
597, 596636936, -45.11, -42.54, -47.72, 0.00, 0.00,(0 0)
598, 597637837, -46.94, -43.08, -50.15, 0.00, 0.00,(0 0)
599, 598638738, -54.65, -51.75, -56.71, 0.00, 0.00,(0 0)
600, 599639639, -57.27, -56.57, -58.16, 0.00, 0.00,(0 0)
601, 600640540, -57.08, -56.38, -58.06, 0.00, 0.00,(0 0)
602, 601641441, -58.10, -57.27, -58.82, 0.00, 0.00,(0 0)
603, 602642342, -57.95, -57.27, -58.89, 0.00, 0.00,(0 0)
604, 603643243, -57.90, -57.23, -58.53, 0.00, 0.00,(0 0)
605, 604644144, -57.84, -57.26, -58.62, 0.00, 0.00,(0 0)
606, 605645045, -57.87, -56.79, -58.46, 0.00, 0.00,(0 0)
607, 606645945, -57.82, -57.21, -58.72, 0.00, 0.00,(0 0)
608, 607646846, -57.76, -57.13, -58.40, 0.00, 0.00,(0 0)
609, 608647747, -57.57, -57.03, -58.22, 0.00, 0.00,(0 0)
610, 609648648, -57.50, -56.86, -58.51, 0.00, 0.00,(0 0)
611, 610649549, -57.54, -57.09, -58.40, 0.00, 0.00,(0 0)
612, 611650450, -57.60, -57.10, -58.30, 0.00, 0.00,(0 0)
613, 612651351, -57.64, -57.01, -58.94, 0.00, 0.00,(0 0)
614, 613652252, -57.64, -56.70, -58.39, 0.00, 0.00,(0 0)
615, 614653153, -57.51, -57.07, -58.29, 0.00, 0.00,(0 0)
616, 615654054, -57.55, -57.04, -58.66, 0.00, 0.00,(0 0)
617, 616654954, -57.83, -56.72, -58.68, 0.00, 0.00,(0 0)
618, 617655855, -57.88, -56.77, -58.56, 0.00, 0.00,(0 0)
619, 618656756, -57.93, -57.06, -58.59, 0.00, 0.00,(0 0)
620, 619657657, -57.40, -56.42, -58.20, 0.00, 0.00,(0 0)
621, 620658558, -57.23, -56.43, -58.41, 0.00, 0.00,(0 0)
622, 621659459, -58.17, -57.63, -58.96, 0.00, 0.00,(0 0)
623, 622660360, -58.20, -57.48, -59.02, 0.00, 0.00,(0 0)
624, 623661261, -58.34, -57.23, -59.11, 0.00, 0.00,(0 0)
625, 624662162, -58.41, -57.62, -59.05, 0.00, 0.00,(0 0)
626, 625663063, -58.50, -57.71, -59.28, 0.00, 0.00,(0 0)
627, 626663963, -58.56, -57.84, -59.67, 0.00, 0.00,(0 0)
628, 627664864, -58.62, -58.09, -59.83, 0.00, 0.00,(0 0)
629, 628665765, -58.60, -57.91, -59.57, 0.00, 0.00,(0 0)
630, 629666666, -58.23, -57.75, -59.37, 0.00, 0.00,(0 0)
631, 630667567, -58.19, -57.58, -58.96, 0.00, 0.00,(0 0)
632, 631668468, -58.54, -57.73, -59.21, 0.00, 0.00,(0 0)
633, 632669369, -58.59, -57.88, -59.66, 0.00, 0.00,(0 0)
634, 633670270, -58.57, -57.76, -59.30, 0.00, 0.00,(0 0)
635, 634671171, -58.58, -58.05, -59.35, 0.00, 0.00,(0 0)
636, 635672072, -58.37, -57.61, -58.93, 0.00, 0.00,(0 0)
637, 636672972, -58.28, -57.73, -59.14, 0.00, 0.00,(0 0)
638, 637673873, -58.22, -57.52, -59.06, 0.00, 0.00,(0 0)
639, 638674774, -58.29, -57.60, -59.28, 0.00, 0.00,(0 0)
640, 639675675, -58.00, -57.15, -58.51, 0.00, 0.00,(0 0)
641, 640676576, -57.92, -57.27, -58.66, 0.00, 0.00,(0 0)
642, 641677477, -58.12, -57.09, -58.89, 0.00, 0.00,(0 0)
643, 642678378, -58.02, -57.34, -58.52, 0.00, 0.00,(0 0)
644, 643679279, -57.97, -57.21, -58.52, 0.00, 0.00,(0 0)
645, 644680180, -57.90, -57.42, -59.04, 0.00, 0.00,(0 0)
646, 645681081, -57.89, -57.12, -58.58, 0.00, 0.00,(0 0)
647, 646681981, -57.95, -57.27, -58.96, 0.00, 0.00,(0 0)
648, 647682882, -57.92, -57.15, -58.68, 0.00, 0.00,(0 0)
649, 648683783, -57.74, -57.04, -58.66, 0.00, 0.00,(0 0)
650, 649684684, -56.09, -55.12, -57.14, 0.00, 0.00,(0 0)
651, 650685585, -55.82, -54.78, -56.50, 0.00, 0.00,(0 0)
652, 651686486, -57.63, -56.66, -58.77, 0.00, 0.00,(0 0)
653, 652687387, -58.13, -57.29, -58.90, 0.00, 0.00,(0 0)
654, 653688288, -58.25, -57.82, -59.27, 0.00, 0.00,(0 0)
655, 654689189, -58.30, -57.60, -58.91, 0.00, 0.00,(0 0)
656, 655690090, -58.42, -57.87, -59.21, 0.00, 0.00,(0 0)
657, 656690990, -58.49, -57.73, -59.17, 0.00, 0.00,(0 0)
658, 657691891, -58.50, -57.77, -59.29, 0.00, 0.00,(0 0)
659, 658692792, -58.37, -57.72, -59.38, 0.00, 0.00,(0 0)
660, 659693693, -58.61, -57.83, -59.08, 0.00, 0.00,(0 0)
661, 660694594, -58.67, -58.11, -59.31, 0.00, 0.00,(0 0)
662, 661695495, -59.02, -58.15, -59.93, 0.00, 0.00,(0 0)
663, 662696396, -59.13, -58.31, -59.98, 0.00, 0.00,(0 0)
664, 663697297, -59.04, -58.24, -60.11, 0.00, 0.00,(0 0)
665, 664698198, -59.14, -58.14, -59.73, 0.00, 0.00,(0 0)
666, 665699099, -59.24, -58.68, -60.07, 0.00, 0.00,(0 0)
667, 666700000, -59.35, -58.54, -59.93, 0.00, 0.00,(0 0)
668, 667700900, -59.50, -58.78, -60.40, 0.00, 0.00,(0 0)
669, 668701801, -59.59, -58.92, -60.25, 0.00, 0.00,(0 0)
670, 669702702, -59.62, -58.97, -60.30, 0.00, 0.00,(0 0)
671, 670703603, -59.59, -58.92, -60.24, 0.00, 0.00,(0 0)
672, 671704504, -59.68, -59.00, -60.65, 0.00, 0.00,(0 0)
673, 672705405, -59.78, -59.01, -60.39, 0.00, 0.00,(0 0)
674, 673706306, -59.96, -59.05, -60.68, 0.00, 0.00,(0 0)
675, 674707207, -60.04, -59.34, -60.92, 0.00, 0.00,(0 0)
676, 675708108, -60.06, -59.32, -61.02, 0.00, 0.00,(0 0)
677, 676709009, -60.09, -59.37, -61.14, 0.00, 0.00,(0 0)
678, 677709909, -60.08, -59.29, -60.72, 0.00, 0.00,(0 0)
679, 678710810, -60.16, -59.39, -60.76, 0.00, 0.00,(0 0)
680, 679711711, -60.25, -59.44, -60.92, 0.00, 0.00,(0 0)
681, 680712612, -60.28, -59.61, -60.91, 0.00, 0.00,(0 0)
682, 681713513, -60.43, -59.65, -60.92, 0.00, 0.00,(0 0)
683, 682714414, -60.40, -59.84, -61.53, 0.00, 0.00,(0 0)
684, 683715315, -60.37, -59.84, -61.18, 0.00, 0.00,(0 0)
685, 684716216, -60.38, -59.62, -61.12, 0.00, 0.00,(0 0)
686, 685717117, -60.35, -59.46, -60.87, 0.00, 0.00,(0 0)
687, 686718018, -60.39, -59.81, -61.43, 0.00, 0.00,(0 0)
688, 687718918, -60.43, -59.73, -61.21, 0.00, 0.00,(0 0)
689, 688719819, -60.47, -59.63, -61.33, 0.00, 0.00,(0 0)
690, 689720720, -60.40, -59.60, -60.98, 0.00, 0.00,(0 0)
691, 690721621, -60.38, -59.64, -61.17, 0.00, 0.00,(0 0)
692, 691722522, -60.27, -59.67, -60.80, 0.00, 0.00,(0 0)
693, 692723423, -60.27, -59.49, -61.16, 0.00, 0.00,(0 0)
694, 693724324, -60.33, -59.48, -61.05, 0.00, 0.00,(0 0)
695, 694725225, -60.32, -59.38, -60.95, 0.00, 0.00,(0 0)
696, 695726126, -60.26, -59.46, -60.99, 0.00, 0.00,(0 0)
697, 696727027, -60.23, -59.59, -60.87, 0.00, 0.00,(0 0)
698, 697727927, -60.16, -59.63, -60.98, 0.00, 0.00,(0 0)
699, 698728828, -60.09, -59.21, -61.00, 0.00, 0.00,(0 0)
700, 699729729, -60.04, -59.32, -60.69, 0.00, 0.00,(0 0)
701, 700730630, -60.13, -59.39, -60.78, 0.00, 0.00,(0 0)
702, 701731531, -60.18, -59.39, -60.86, 0.00, 0.00,(0 0)
703, 702732432, -60.15, -59.46, -60.84, 0.00, 0.00,(0 0)
704, 703733333, -60.13, -59.50, -61.40, 0.00, 0.00,(0 0)
705, 704734234, -60.12, -58.97, -60.91, 0.00, 0.00,(0 0)
706, 705735135, -60.08, -59.29, -60.97, 0.00, 0.00,(0 0)
707, 706736036, -60.10, -59.37, -61.07, 0.00, 0.00,(0 0)
708, 707736936, -60.20, -59.31, -61.19, 0.00, 0.00,(0 0)
709, 708737837, -60.27, -59.49, -61.07, 0.00, 0.00,(0 0)
710, 709738738, -60.21, -59.05, -60.76, 0.00, 0.00,(0 0)
711, 710739639, -60.24, -59.36, -60.83, 0.00, 0.00,(0 0)
712, 711740540, -60.10, -59.43, -60.66, 0.00, 0.00,(0 0)
713, 712741441, -59.94, -58.95, -60.78, 0.00, 0.00,(0 0)
714, 713742342, -59.73, -59.29, -60.71, 0.00, 0.00,(0 0)
715, 714743243, -58.81, -57.84, -60.00, 0.00, 0.00,(0 0)
716, 715744144, -58.85, -57.83, -59.55, 0.00, 0.00,(0 0)
717, 716745045, -59.89, -59.16, -60.48, 0.00, 0.00,(0 0)
718, 717745945, -60.22, -59.68, -61.44, 0.00, 0.00,(0 0)
719, 718746846, -60.24, -59.39, -61.24, 0.00, 0.00,(0 0)
720, 719747747, -60.14, -58.77, -60.76, 0.00, 0.00,(0 0)
721, 720748648, -60.23, -59.55, -60.85, 0.00, 0.00,(0 0)
722, 721749549, -60.39, -59.84, -61.29, 0.00, 0.00,(0 0)
723, 722750450, -60.50, -59.94, -61.13, 0.00, 0.00,(0 0)
724, 723751351, -60.40, -59.47, -61.14, 0.00, 0.00,(0 0)
725, 724752252, -60.36, -59.34, -60.94, 0.00, 0.00,(0 0)
726, 725753153, -60.31, -59.57, -60.98, 0.00, 0.00,(0 0)
727, 726754054, -60.33, -59.54, -61.34, 0.00, 0.00,(0 0)
728, 727754954, -60.36, -59.59, -60.91, 0.00, 0.00,(0 0)
729, 728755855, -60.45, -59.66, -61.42, 0.00, 0.00,(0 0)
730, 729756756, -60.53, -59.68, -61.29, 0.00, 0.00,(0 0)
