No, Freq(Hz), Ampt_Trace1(dBm), Ampt_Trace2(dBm), Ampt_Trace3(dBm), Ampt_Trace4(dBm), Ampt_Trace5(dBm), Loc
365, 364370085, -51.79, -51.66, -52.56, 0.00, 0.00,(0 0)
366, 365371077, -52.22, -52.01, -52.87, 0.00, 0.00,(0 0)
367, 366372069, -50.86, -50.77, -51.36, 0.00, 0.00,(0 0)
368, 367373061, -50.37, -50.09, -50.57, 0.00, 0.00,(0 0)
369, 368374053, -50.45, -50.15, -50.92, 0.00, 0.00,(0 0)
370, 369375045, -51.91, -51.90, -52.37, 0.00, 0.00,(0 0)
371, 370376037, -51.93, -51.72, -52.53, 0.00, 0.00,(0 0)
372, 371377029, -50.27, -49.67, -50.47, 0.00, 0.00,(0 0)
373, 372378021, -50.16, -50.10, -50.96, 0.00, 0.00,(0 0)
374, 373379013, -50.34, -50.22, -51.27, 0.00, 0.00,(0 0)
375, 374380005, -51.75, -50.99, -51.93, 0.00, 0.00,(0 0)
376, 375380996, -51.93, -51.67, -52.67, 0.00, 0.00,(0 0)
377, 376381988, -50.29, -49.61, -50.44, 0.00, 0.00,(0 0)
378, 377382980, -50.56, -50.39, -51.05, 0.00, 0.00,(0 0)
379, 378383972, -51.20, -51.18, -51.88, 0.00, 0.00,(0 0)
380, 379384964, -52.64, -51.56, -52.65, 0.00, 0.00,(0 0)
381, 380385956, -54.51, -54.35, -55.17, 0.00, 0.00,(0 0)
382, 381386948, -54.82, -54.72, -55.38, 0.00, 0.00,(0 0)
383, 382387940, -54.85, -53.96, -55.12, 0.00, 0.00,(0 0)
384, 383388932, -54.94, -54.53, -55.37, 0.00, 0.00,(0 0)
385, 384389924, -55.02, -54.90, -55.21, 0.00, 0.00,(0 0)
386, 385390916, -55.02, -54.98, -55.27, 0.00, 0.00,(0 0)
387, 386391908, -55.07, -54.74, -55.23, 0.00, 0.00,(0 0)
388, 387392900, -55.16, -55.07, -55.50, 0.00, 0.00,(0 0)
389, 388393892, -55.11, -55.08, -55.75, 0.00, 0.00,(0 0)
390, 389394884, -55.15, -55.13, -55.51, 0.00, 0.00,(0 0)
391, 390395876, -55.19, -54.81, -55.57, 0.00, 0.00,(0 0)
392, 391396868, -55.26, -54.99, -55.72, 0.00, 0.00,(0 0)
393, 392397860, -55.44, -55.27, -55.61, 0.00, 0.00,(0 0)
394, 393398852, -55.30, -54.95, -55.55, 0.00, 0.00,(0 0)
395, 394399844, -55.23, -54.98, -55.23, 0.00, 0.00,(0 0)
396, 395400836, -50.15, -45.05, -50.43, 0.00, 0.00,(0 0)
397, 396401828, -49.80, -44.91, -50.05, 0.00, 0.00,(0 0)
398, 397402820, -55.27, -54.64, -55.30, 0.00, 0.00,(0 0)
399, 398403812, -55.42, -55.03, -55.52, 0.00, 0.00,(0 0)
400, 399404804, -55.35, -55.00, -55.42, 0.00, 0.00,(0 0)
401, 400405796, -55.32, -55.08, -55.62, 0.00, 0.00,(0 0)
402, 401406788, -55.16, -54.88, -55.76, 0.00, 0.00,(0 0)
403, 402407780, -55.19, -54.86, -55.36, 0.00, 0.00,(0 0)
404, 403408772, -55.12, -54.96, -55.66, 0.00, 0.00,(0 0)
405, 404409764, -55.00, -54.98, -55.35, 0.00, 0.00,(0 0)
406, 405410756, -54.92, -54.54, -55.52, 0.00, 0.00,(0 0)
407, 406411748, -54.57, -54.23, -54.70, 0.00, 0.00,(0 0)
408, 407412740, -54.14, -54.10, -54.67, 0.00, 0.00,(0 0)
409, 408413732, -52.62, -46.30, -53.05, 0.00, 0.00,(0 0)
410, 409414724, -52.49, -46.96, -53.69, 0.00, 0.00,(0 0)
411, 410415716, -53.45, -52.95, -53.65, 0.00, 0.00,(0 0)
412, 411416708, -53.60, -53.12, -53.87, 0.00, 0.00,(0 0)
413, 412417700, -53.65, -53.57, -53.98, 0.00, 0.00,(0 0)
414, 413418692, -53.85, -53.21, -54.08, 0.00, 0.00,(0 0)
415, 414419684, -54.11, -53.97, -54.20, 0.00, 0.00,(0 0)
416, 415420676, -54.11, -54.08, -54.51, 0.00, 0.00,(0 0)
417, 416421668, -54.31, -54.01, -54.47, 0.00, 0.00,(0 0)
418, 417422660, -54.50, -54.28, -55.56, 0.00, 0.00,(0 0)
419, 418423652, -54.69, -54.40, -55.14, 0.00, 0.00,(0 0)
420, 419424644, -54.45, -53.68, -54.90, 0.00, 0.00,(0 0)
421, 420425636, -54.55, -54.39, -54.76, 0.00, 0.00,(0 0)
422, 421426628, -54.92, -54.83, -55.18, 0.00, 0.00,(0 0)
423, 422427620, -54.89, -54.74, -55.08, 0.00, 0.00,(0 0)
424, 423428612, -55.03, -55.01, -55.30, 0.00, 0.00,(0 0)
425, 424429604, -55.15, -54.77, -55.16, 0.00, 0.00,(0 0)
426, 425430596, -55.13, -54.99, -55.84, 0.00, 0.00,(0 0)
427, 426431588, -55.30, -55.10, -55.46, 0.00, 0.00,(0 0)
428, 427432580, -55.37, -55.19, -55.99, 0.00, 0.00,(0 0)
429, 428433572, -55.34, -55.26, -55.55, 0.00, 0.00,(0 0)
430, 429434564, -55.25, -54.67, -55.41, 0.00, 0.00,(0 0)
431, 430435556, -55.29, -55.17, -55.37, 0.00, 0.00,(0 0)
432, 431436548, -55.40, -55.20, -55.66, 0.00, 0.00,(0 0)
433, 432437540, -55.13, -54.99, -55.54, 0.00, 0.00,(0 0)
434, 433438532, -54.83, -54.46, -55.75, 0.00, 0.00,(0 0)
435, 434439524, -54.84, -54.45, -55.60, 0.00, 0.00,(0 0)
436, 435440516, -55.19, -55.03, -55.47, 0.00, 0.00,(0 0)
437, 436441508, -55.39, -54.75, -55.56, 0.00, 0.00,(0 0)
438, 437442500, -55.46, -54.45, -55.53, 0.00, 0.00,(0 0)
439, 438443492, -55.55, -55.29, -55.71, 0.00, 0.00,(0 0)
440, 439444484, -55.59, -55.30, -56.27, 0.00, 0.00,(0 0)
441, 440445476, -55.65, -55.46, -55.97, 0.00, 0.00,(0 0)
442, 441446468, -55.72, -55.58, -56.59, 0.00, 0.00,(0 0)
443, 442447460, -55.66, -55.59, -55.89, 0.00, 0.00,(0 0)
444, 443448452, -55.81, -55.41, -55.98, 0.00, 0.00,(0 0)
445, 444449444, -55.84, -55.46, -55.92, 0.00, 0.00,(0 0)
446, 445450436, -55.85, -55.12, -56.17, 0.00, 0.00,(0 0)
447, 446451428, -55.95, -55.76, -56.10, 0.00, 0.00,(0 0)
448, 447452420, -55.94, -55.31, -56.14, 0.00, 0.00,(0 0)
449, 448453412, -55.79, -55.47, -56.22, 0.00, 0.00,(0 0)
450, 449454404, -55.66, -55.62, -56.12, 0.00, 0.00,(0 0)
451, 450455396, -55.71, -55.44, -55.78, 0.00, 0.00,(0 0)
452, 451456388, -55.81, -55.70, -56.02, 0.00, 0.00,(0 0)
453, 452457380, -55.75, -55.75, -56.35, 0.00, 0.00,(0 0)
454, 453458372, -55.64, -55.54, -56.26, 0.00, 0.00,(0 0)
455, 454459364, -54.53, -53.95, -54.68, 0.00, 0.00,(0 0)
456, 455460356, -54.22, -53.82, -54.72, 0.00, 0.00,(0 0)
457, 456461348, -55.19, -54.88, -55.22, 0.00, 0.00,(0 0)
458, 457462340, -55.35, -55.33, -55.53, 0.00, 0.00,(0 0)
459, 458463332, -55.36, -55.18, -55.54, 0.00, 0.00,(0 0)
460, 459464324, -55.27, -54.75, -55.86, 0.00, 0.00,(0 0)
461, 460465316, -55.15, -54.67, -55.17, 0.00, 0.00,(0 0)
462, 461466308, -55.14, -54.41, -55.41, 0.00, 0.00,(0 0)
463, 462467300, -55.10, -54.90, -55.38, 0.00, 0.00,(0 0)
464, 463468292, -55.15, -54.95, -55.25, 0.00, 0.00,(0 0)
465, 464469284, -55.20, -54.91, -56.03, 0.00, 0.00,(0 0)
466, 465470276, -55.30, -54.93, -55.46, 0.00, 0.00,(0 0)
467, 466471268, -55.37, -55.12, -55.94, 0.00, 0.00,(0 0)
468, 467472260, -55.36, -55.25, -55.86, 0.00, 0.00,(0 0)
469, 468473252, -55.38, -55.26, -55.49, 0.00, 0.00,(0 0)
470, 469474244, -55.41, -55.20, -55.67, 0.00, 0.00,(0 0)
471, 470475236, -55.17, -55.16, -55.41, 0.00, 0.00,(0 0)
472, 471476228, -54.64, -54.63, -55.36, 0.00, 0.00,(0 0)
473, 472477220, -55.74, -55.59, -55.89, 0.00, 0.00,(0 0)
474, 473478212, -55.73, -55.70, -56.60, 0.00, 0.00,(0 0)
475, 474479204, -55.88, -55.59, -55.95, 0.00, 0.00,(0 0)
476, 475480196, -55.82, -55.60, -55.88, 0.00, 0.00,(0 0)
477, 476481188, -55.50, -55.08, -55.52, 0.00, 0.00,(0 0)
478, 477482180, -55.79, -55.76, -56.25, 0.00, 0.00,(0 0)
479, 478483172, -56.21, -55.92, -56.78, 0.00, 0.00,(0 0)
480, 479484164, -56.25, -55.68, -56.81, 0.00, 0.00,(0 0)
481, 480485156, -56.23, -56.18, -56.43, 0.00, 0.00,(0 0)
482, 481486148, -56.19, -55.93, -56.69, 0.00, 0.00,(0 0)
483, 482487140, -56.08, -55.99, -56.50, 0.00, 0.00,(0 0)
484, 483488132, -55.13, -54.66, -55.38, 0.00, 0.00,(0 0)
485, 484489124, -55.37, -54.87, -55.45, 0.00, 0.00,(0 0)
486, 485490116, -56.09, -55.98, -56.27, 0.00, 0.00,(0 0)
487, 486491108, -56.05, -55.89, -56.24, 0.00, 0.00,(0 0)
488, 487492100, -56.22, -56.11, -56.78, 0.00, 0.00,(0 0)
489, 488493092, -56.23, -55.60, -56.30, 0.00, 0.00,(0 0)
490, 489494084, -56.46, -56.17, -56.61, 0.00, 0.00,(0 0)
491, 490495076, -56.65, -56.16, -56.95, 0.00, 0.00,(0 0)
492, 491496068, -56.68, -56.54, -57.17, 0.00, 0.00,(0 0)
493, 492497060, -56.82, -56.65, -57.30, 0.00, 0.00,(0 0)
494, 493498052, -56.92, -56.45, -57.13, 0.00, 0.00,(0 0)
495, 494499044, -56.89, -56.58, -57.04, 0.00, 0.00,(0 0)
496, 495500036, -56.80, -56.66, -56.98, 0.00, 0.00,(0 0)
497, 496501028, -56.62, -56.27, -56.76, 0.00, 0.00,(0 0)
498, 497502020, -56.74, -56.53, -57.00, 0.00, 0.00,(0 0)
499, 498503012, -56.77, -56.54, -57.54, 0.00, 0.00,(0 0)
500, 499504004, -56.67, -56.59, -56.95, 0.00, 0.00,(0 0)
501, 500504995, -56.14, -55.82, -56.76, 0.00, 0.00,(0 0)
502, 501505987, -37.75, -36.77, -37.75, 0.00, 0.00,(0 0)
503, 502506979, -28.81, -27.65, -28.81, 0.00, 0.00,(0 0)
504, 503507971, -27.30, -26.55, -27.54, 0.00, 0.00,(0 0)
505, 504508963, -26.83, -26.07, -27.12, 0.00, 0.00,(0 0)
506, 505509955, -26.87, -26.10, -27.54, 0.00, 0.00,(0 0)
507, 506510947, -27.42, -26.74, -27.98, 0.00, 0.00,(0 0)
508, 507511939, -28.36, -28.30, -29.95, 0.00, 0.00,(0 0)
509, 508512931, -29.30, -29.28, -32.96, 0.00, 0.00,(0 0)
510, 509513923, -31.01, -30.97, -34.38, 0.00, 0.00,(0 0)
511, 510514915, -38.64, -38.57, -42.70, 0.00, 0.00,(0 0)
512, 511515907, -47.23, -47.23, -48.57, 0.00, 0.00,(0 0)
513, 512516899, -45.50, -44.90, -46.37, 0.00, 0.00,(0 0)
514, 513517891, -43.64, -43.32, -44.39, 0.00, 0.00,(0 0)
515, 514518883, -43.37, -43.21, -44.94, 0.00, 0.00,(0 0)
516, 515519875, -42.25, -42.14, -44.49, 0.00, 0.00,(0 0)
517, 516520867, -41.26, -41.22, -43.40, 0.00, 0.00,(0 0)
518, 517521859, -42.80, -42.78, -45.49, 0.00, 0.00,(0 0)
519, 518522851, -49.38, -49.38, -50.88, 0.00, 0.00,(0 0)
520, 519523843, -51.14, -50.88, -51.40, 0.00, 0.00,(0 0)
521, 520524835, -52.03, -52.03, -52.68, 0.00, 0.00,(0 0)
522, 521525827, -49.67, -48.62, -49.79, 0.00, 0.00,(0 0)
523, 522526819, -48.42, -48.34, -48.83, 0.00, 0.00,(0 0)
524, 523527811, -48.38, -47.80, -48.41, 0.00, 0.00,(0 0)
525, 524528803, -47.93, -47.44, -48.00, 0.00, 0.00,(0 0)
526, 525529795, -48.70, -47.60, -48.72, 0.00, 0.00,(0 0)
527, 526530787, -54.38, -53.35, -54.73, 0.00, 0.00,(0 0)
528, 527531779, -57.03, -56.90, -57.11, 0.00, 0.00,(0 0)
529, 528532771, -57.07, -56.64, -57.36, 0.00, 0.00,(0 0)
530, 529533763, -57.23, -57.12, -57.33, 0.00, 0.00,(0 0)
531, 530534755, -57.16, -56.98, -57.36, 0.00, 0.00,(0 0)
532, 531535747, -57.38, -57.10, -57.49, 0.00, 0.00,(0 0)
533, 532536739, -57.40, -57.05, -57.55, 0.00, 0.00,(0 0)
534, 533537731, -57.44, -57.19, -57.53, 0.00, 0.00,(0 0)
535, 534538723, -57.39, -57.14, -57.67, 0.00, 0.00,(0 0)
536, 535539715, -57.36, -57.06, -57.75, 0.00, 0.00,(0 0)
537, 536540707, -57.29, -56.40, -57.38, 0.00, 0.00,(0 0)
538, 537541699, -57.31, -56.99, -57.41, 0.00, 0.00,(0 0)
539, 538542691, -57.32, -57.10, -57.42, 0.00, 0.00,(0 0)
540, 539543683, -57.39, -57.36, -57.81, 0.00, 0.00,(0 0)
541, 540544675, -57.30, -57.22, -57.66, 0.00, 0.00,(0 0)
542, 541545667, -57.28, -57.01, -57.34, 0.00, 0.00,(0 0)
543, 542546659, -57.10, -56.88, -57.30, 0.00, 0.00,(0 0)
544, 543547651, -57.12, -56.93, -57.18, 0.00, 0.00,(0 0)
545, 544548643, -57.19, -56.62, -57.32, 0.00, 0.00,(0 0)
546, 545549635, -57.21, -56.66, -57.47, 0.00, 0.00,(0 0)
547, 546550627, -57.16, -56.67, -57.23, 0.00, 0.00,(0 0)
548, 547551619, -57.14, -56.75, -57.14, 0.00, 0.00,(0 0)
549, 548552611, -56.93, -56.56, -57.29, 0.00, 0.00,(0 0)
550, 549553603, -56.85, -56.60, -57.02, 0.00, 0.00,(0 0)
551, 550554595, -56.75, -56.53, -57.14, 0.00, 0.00,(0 0)
552, 551555587, -56.85, -56.84, -57.10, 0.00, 0.00,(0 0)
553, 552556579, -57.04, -56.87, -57.22, 0.00, 0.00,(0 0)
554, 553557571, -56.92, -56.84, -57.40, 0.00, 0.00,(0 0)
555, 554558563, -56.90, -56.37, -57.14, 0.00, 0.00,(0 0)
556, 555559555, -56.79, -56.24, -56.92, 0.00, 0.00,(0 0)
557, 556560547, -56.77, -56.45, -56.83, 0.00, 0.00,(0 0)
558, 557561539, -56.74, -56.69, -57.06, 0.00, 0.00,(0 0)
559, 558562531, -56.80, -56.53, -57.27, 0.00, 0.00,(0 0)
560, 559563523, -56.95, -56.64, -57.56, 0.00, 0.00,(0 0)
561, 560564515, -56.95, -56.77, -57.42, 0.00, 0.00,(0 0)
562, 561565507, -56.92, -56.79, -57.22, 0.00, 0.00,(0 0)
563, 562566499, -56.82, -56.80, -57.10, 0.00, 0.00,(0 0)
564, 563567491, -56.84, -56.81, -56.99, 0.00, 0.00,(0 0)
565, 564568483, -56.90, -56.74, -57.16, 0.00, 0.00,(0 0)
566, 565569475, -57.07, -56.45, -57.09, 0.00, 0.00,(0 0)
567, 566570467, -57.15, -57.01, -57.43, 0.00, 0.00,(0 0)
568, 567571459, -57.07, -56.37, -57.32, 0.00, 0.00,(0 0)
569, 568572451, -57.01, -56.88, -57.51, 0.00, 0.00,(0 0)
570, 569573443, -57.10, -56.77, -57.29, 0.00, 0.00,(0 0)
571, 570574435, -57.13, -56.70, -57.16, 0.00, 0.00,(0 0)
572, 571575427, -57.31, -57.12, -57.81, 0.00, 0.00,(0 0)
573, 572576419, -57.48, -56.93, -57.53, 0.00, 0.00,(0 0)
574, 573577411, -57.45, -57.38, -57.91, 0.00, 0.00,(0 0)
575, 574578403, -57.49, -57.29, -57.89, 0.00, 0.00,(0 0)
576, 575579395, -57.41, -57.21, -57.54, 0.00, 0.00,(0 0)
577, 576580387, -57.36, -56.67, -57.70, 0.00, 0.00,(0 0)
578, 577581379, -57.44, -57.08, -57.51, 0.00, 0.00,(0 0)
579, 578582371, -57.52, -57.24, -57.61, 0.00, 0.00,(0 0)
580, 579583363, -57.61, -57.56, -58.53, 0.00, 0.00,(0 0)
581, 580584355, -57.66, -57.52, -58.04, 0.00, 0.00,(0 0)
582, 581585347, -57.72, -57.26, -57.95, 0.00, 0.00,(0 0)
583, 582586339, -57.63, -57.37, -57.78, 0.00, 0.00,(0 0)
584, 583587331, -57.66, -57.20, -57.80, 0.00, 0.00,(0 0)
585, 584588323, -57.32, -57.25, -57.78, 0.00, 0.00,(0 0)
586, 585589315, -57.46, -57.01, -57.62, 0.00, 0.00,(0 0)
587, 586590307, -57.69, -57.54, -57.78, 0.00, 0.00,(0 0)
588, 587591299, -57.78, -57.49, -57.84, 0.00, 0.00,(0 0)
589, 588592291, -57.11, -56.95, -57.45, 0.00, 0.00,(0 0)
590, 589593283, -53.13, -52.98, -53.54, 0.00, 0.00,(0 0)
591, 590594275, -44.71, -44.13, -45.11, 0.00, 0.00,(0 0)
592, 591595267, -43.15, -42.86, -43.50, 0.00, 0.00,(0 0)
593, 592596259, -43.16, -42.56, -43.16, 0.00, 0.00,(0 0)
594, 593597251, -43.22, -42.00, -43.22, 0.00, 0.00,(0 0)
595, 594598243, -43.74, -42.50, -43.74, 0.00, 0.00,(0 0)
596, 595599235, -43.30, -42.36, -43.30, 0.00, 0.00,(0 0)
597, 596600227, -43.27, -42.64, -43.27, 0.00, 0.00,(0 0)
598, 597601219, -44.14, -43.05, -44.14, 0.00, 0.00,(0 0)
599, 598602211, -51.79, -50.35, -51.93, 0.00, 0.00,(0 0)
600, 599603203, -57.26, -56.86, -57.33, 0.00, 0.00,(0 0)
601, 600604195, -57.30, -56.63, -57.70, 0.00, 0.00,(0 0)
602, 601605187, -57.27, -56.86, -57.71, 0.00, 0.00,(0 0)
603, 602606179, -57.28, -56.86, -57.39, 0.00, 0.00,(0 0)
604, 603607171, -57.20, -56.93, -57.26, 0.00, 0.00,(0 0)
605, 604608163, -57.12, -56.55, -57.13, 0.00, 0.00,(0 0)
606, 605609155, -57.14, -57.03, -57.32, 0.00, 0.00,(0 0)
607, 606610147, -57.21, -57.08, -57.50, 0.00, 0.00,(0 0)
608, 607611139, -57.37, -56.74, -57.45, 0.00, 0.00,(0 0)
609, 608612131, -57.30, -56.89, -57.30, 0.00, 0.00,(0 0)
610, 609613123, -57.16, -56.60, -57.31, 0.00, 0.00,(0 0)
611, 610614115, -57.12, -56.59, -57.21, 0.00, 0.00,(0 0)
612, 611615107, -57.32, -56.55, -57.38, 0.00, 0.00,(0 0)
613, 612616099, -57.34, -57.17, -57.60, 0.00, 0.00,(0 0)
614, 613617091, -57.54, -57.19, -57.66, 0.00, 0.00,(0 0)
615, 614618083, -57.59, -56.93, -57.73, 0.00, 0.00,(0 0)
616, 615619075, -57.57, -57.18, -57.70, 0.00, 0.00,(0 0)
617, 616620067, -57.59, -57.04, -57.59, 0.00, 0.00,(0 0)
618, 617621059, -57.66, -57.39, -57.90, 0.00, 0.00,(0 0)
619, 618622051, -57.62, -57.23, -57.92, 0.00, 0.00,(0 0)
620, 619623043, -57.91, -57.88, -58.45, 0.00, 0.00,(0 0)
621, 620624035, -58.03, -57.53, -58.21, 0.00, 0.00,(0 0)
622, 621625027, -58.11, -57.39, -58.37, 0.00, 0.00,(0 0)
623, 622626019, -58.03, -56.90, -58.04, 0.00, 0.00,(0 0)
624, 623627011, -58.02, -57.88, -58.51, 0.00, 0.00,(0 0)
625, 624628003, -58.10, -58.06, -58.38, 0.00, 0.00,(0 0)
626, 625628994, -58.07, -58.00, -58.33, 0.00, 0.00,(0 0)
627, 626629986, -58.27, -57.99, -58.32, 0.00, 0.00,(0 0)
628, 627630978, -58.48, -58.47, -58.71, 0.00, 0.00,(0 0)
629, 628631970, -58.49, -58.01, -58.89, 0.00, 0.00,(0 0)
630, 629632962, -58.34, -58.15, -58.47, 0.00, 0.00,(0 0)
631, 630633954, -57.97, -57.93, -58.45, 0.00, 0.00,(0 0)
632, 631634946, -57.82, -57.79, -58.29, 0.00, 0.00,(0 0)
633, 632635938, -58.44, -58.30, -58.55, 0.00, 0.00,(0 0)
634, 633636930, -58.56, -58.08, -59.08, 0.00, 0.00,(0 0)
635, 634637922, -58.66, -58.35, -58.73, 0.00, 0.00,(0 0)
636, 635638914, -58.52, -58.44, -58.92, 0.00, 0.00,(0 0)
637, 636639906, -58.44, -58.06, -58.53, 0.00, 0.00,(0 0)
638, 637640898, -58.25, -58.03, -58.51, 0.00, 0.00,(0 0)
639, 638641890, -58.20, -58.19, -58.58, 0.00, 0.00,(0 0)
640, 639642882, -58.25, -58.17, -58.51, 0.00, 0.00,(0 0)
641, 640643874, -58.37, -58.33, -58.63, 0.00, 0.00,(0 0)
642, 641644866, -58.42, -58.17, -58.71, 0.00, 0.00,(0 0)
643, 642645858, -58.36, -58.09, -58.36, 0.00, 0.00,(0 0)
644, 643646850, -58.12, -57.74, -58.22, 0.00, 0.00,(0 0)
645, 644647842, -58.08, -58.08, -58.48, 0.00, 0.00,(0 0)
646, 645648834, -57.91, -57.83, -58.11, 0.00, 0.00,(0 0)
647, 646649826, -58.02, -57.62, -58.03, 0.00, 0.00,(0 0)
648, 647650818, -58.07, -57.92, -58.27, 0.00, 0.00,(0 0)
649, 648651810, -58.03, -57.98, -58.51, 0.00, 0.00,(0 0)
650, 649652802, -57.63, -57.42, -57.66, 0.00, 0.00,(0 0)
651, 650653794, -57.30, -57.14, -57.86, 0.00, 0.00,(0 0)
652, 651654786, -57.75, -57.32, -58.21, 0.00, 0.00,(0 0)
653, 652655778, -57.82, -57.43, -57.83, 0.00, 0.00,(0 0)
654, 653656770, -57.88, -57.57, -57.99, 0.00, 0.00,(0 0)
655, 654657762, -57.96, -57.66, -58.00, 0.00, 0.00,(0 0)
656, 655658754, -57.97, -57.74, -58.20, 0.00, 0.00,(0 0)
657, 656659746, -57.72, -57.34, -57.97, 0.00, 0.00,(0 0)
658, 657660738, -57.76, -57.61, -58.28, 0.00, 0.00,(0 0)
659, 658661730, -57.70, -57.50, -58.04, 0.00, 0.00,(0 0)
660, 659662722, -57.85, -57.76, -58.28, 0.00, 0.00,(0 0)
661, 660663714, -58.03, -57.54, -58.09, 0.00, 0.00,(0 0)
662, 661664706, -58.08, -57.93, -58.54, 0.00, 0.00,(0 0)
663, 662665698, -58.09, -57.47, -58.10, 0.00, 0.00,(0 0)
664, 663666690, -58.03, -57.34, -58.35, 0.00, 0.00,(0 0)
665, 664667682, -57.98, -57.63, -58.09, 0.00, 0.00,(0 0)
666, 665668674, -58.08, -58.05, -58.43, 0.00, 0.00,(0 0)
667, 666669666, -58.06, -57.80, -58.18, 0.00, 0.00,(0 0)
668, 667670658, -58.35, -57.80, -58.51, 0.00, 0.00,(0 0)
669, 668671650, -58.50, -58.26, -58.65, 0.00, 0.00,(0 0)
670, 669672642, -58.43, -58.19, -58.59, 0.00, 0.00,(0 0)
671, 670673634, -58.33, -57.89, -58.38, 0.00, 0.00,(0 0)
672, 671674626, -58.46, -58.20, -58.70, 0.00, 0.00,(0 0)
673, 672675618, -58.56, -57.52, -58.63, 0.00, 0.00,(0 0)
674, 673676610, -58.76, -58.33, -59.05, 0.00, 0.00,(0 0)
675, 674677602, -58.88, -58.17, -58.97, 0.00, 0.00,(0 0)
676, 675678594, -59.06, -58.40, -59.58, 0.00, 0.00,(0 0)
677, 676679586, -59.16, -58.29, -59.22, 0.00, 0.00,(0 0)
678, 677680578, -59.00, -58.64, -59.07, 0.00, 0.00,(0 0)
679, 678681570, -58.98, -58.84, -59.08, 0.00, 0.00,(0 0)
680, 679682562, -59.10, -58.32, -59.24, 0.00, 0.00,(0 0)
681, 680683554, -59.19, -58.75, -59.30, 0.00, 0.00,(0 0)
682, 681684546, -59.31, -59.18, -59.65, 0.00, 0.00,(0 0)
683, 682685538, -59.36, -58.90, -59.39, 0.00, 0.00,(0 0)
684, 683686530, -59.26, -58.31, -59.39, 0.00, 0.00,(0 0)
685, 684687522, -59.20, -58.86, -59.43, 0.00, 0.00,(0 0)
686, 685688514, -59.14, -58.79, -59.21, 0.00, 0.00,(0 0)
687, 686689506, -59.22, -58.86, -59.60, 0.00, 0.00,(0 0)
688, 687690498, -59.41, -58.99, -59.59, 0.00, 0.00,(0 0)
689, 688691490, -59.41, -59.36, -59.81, 0.00, 0.00,(0 0)
690, 689692482, -59.34, -59.03, -59.49, 0.00, 0.00,(0 0)
691, 690693474, -59.24, -58.82, -59.53, 0.00, 0.00,(0 0)
692, 691694466, -59.04, -58.97, -59.55, 0.00, 0.00,(0 0)
693, 692695458, -59.12, -58.97, -59.78, 0.00, 0.00,(0 0)
694, 693696450, -59.11, -59.01, -59.43, 0.00, 0.00,(0 0)
695, 694697442, -59.14, -58.99, -59.25, 0.00, 0.00,(0 0)
696, 695698434, -59.16, -59.09, -59.45, 0.00, 0.00,(0 0)
697, 696699426, -59.08, -58.53, -59.22, 0.00, 0.00,(0 0)
698, 697700418, -59.03, -58.96, -59.15, 0.00, 0.00,(0 0)
699, 698701410, -58.91, -58.74, -59.30, 0.00, 0.00,(0 0)
700, 699702402, -58.89, -58.71, -59.22, 0.00, 0.00,(0 0)
701, 700703394, -58.89, -58.55, -59.66, 0.00, 0.00,(0 0)
702, 701704386, -58.97, -58.62, -59.54, 0.00, 0.00,(0 0)
703, 702705378, -59.00, -58.62, -59.35, 0.00, 0.00,(0 0)
704, 703706370, -58.96, -58.21, -59.06, 0.00, 0.00,(0 0)
705, 704707362, -58.87, -58.80, -59.48, 0.00, 0.00,(0 0)
706, 705708354, -58.89, -58.39, -59.13, 0.00, 0.00,(0 0)
707, 706709346, -58.89, -58.51, -58.98, 0.00, 0.00,(0 0)
708, 707710338, -58.98, -58.48, -59.12, 0.00, 0.00,(0 0)
709, 708711330, -59.04, -58.84, -59.51, 0.00, 0.00,(0 0)
710, 709712322, -59.07, -58.73, -59.42, 0.00, 0.00,(0 0)
711, 710713314, -58.95, -58.77, -59.07, 0.00, 0.00,(0 0)
712, 711714306, -58.96, -58.58, -59.05, 0.00, 0.00,(0 0)
713, 712715298, -58.86, -58.40, -59.27, 0.00, 0.00,(0 0)
714, 713716290, -58.84, -58.32, -58.88, 0.00, 0.00,(0 0)
715, 714717282, -58.94, -58.04, -58.95, 0.00, 0.00,(0 0)
716, 715718274, -59.06, -58.21, -59.08, 0.00, 0.00,(0 0)
717, 716719266, -59.26, -58.64, -59.31, 0.00, 0.00,(0 0)
718, 717720258, -59.24, -59.05, -59.32, 0.00, 0.00,(0 0)
719, 718721250, -59.14, -58.86, -59.38, 0.00, 0.00,(0 0)
720, 719722242, -59.13, -58.86, -59.29, 0.00, 0.00,(0 0)
721, 720723234, -59.22, -59.06, -59.58, 0.00, 0.00,(0 0)
722, 721724226, -59.43, -58.87, -59.49, 0.00, 0.00,(0 0)
723, 722725218, -59.49, -59.23, -59.77, 0.00, 0.00,(0 0)
724, 723726210, -59.57, -59.13, -59.68, 0.00, 0.00,(0 0)
725, 724727202, -59.57, -59.22, -59.63, 0.00, 0.00,(0 0)
726, 725728194, -59.47, -59.36, -59.68, 0.00, 0.00,(0 0)
727, 726729186, -59.44, -59.26, -59.47, 0.00, 0.00,(0 0)
728, 727730178, -59.55, -59.53, -59.83, 0.00, 0.00,(0 0)
729, 728731170, -59.66, -59.40, -59.87, 0.00, 0.00,(0 0)
730, 729732162, -59.75, -59.50, -60.01, 0.00, 0.00,(0 0)
