No, Freq(Hz), Ampt_Trace1(dBm), Ampt_Trace2(dBm), Ampt_Trace3(dBm), Ampt_Trace4(dBm), Ampt_Trace5(dBm), Loc
365, 364427927, -52.65, -51.82, -53.02, 0.00, 0.00,(0 0)
366, 365428828, -52.51, -52.14, -52.73, 0.00, 0.00,(0 0)
367, 366429729, -50.45, -49.89, -50.88, 0.00, 0.00,(0 0)
368, 367430630, -50.46, -50.26, -50.57, 0.00, 0.00,(0 0)
369, 368431531, -50.41, -50.28, -50.97, 0.00, 0.00,(0 0)
370, 369432432, -52.64, -52.24, -53.44, 0.00, 0.00,(0 0)
371, 370433333, -52.81, -52.14, -53.16, 0.00, 0.00,(0 0)
372, 371434234, -51.50, -51.13, -52.18, 0.00, 0.00,(0 0)
373, 372435135, -52.12, -51.79, -52.48, 0.00, 0.00,(0 0)
374, 373436036, -52.57, -52.57, -53.28, 0.00, 0.00,(0 0)
375, 374436936, -53.90, -53.81, -54.26, 0.00, 0.00,(0 0)
376, 375437837, -54.28, -53.59, -54.50, 0.00, 0.00,(0 0)
377, 376438738, -53.57, -53.52, -54.06, 0.00, 0.00,(0 0)
378, 377439639, -53.64, -53.45, -54.26, 0.00, 0.00,(0 0)
379, 378440540, -53.72, -53.71, -54.45, 0.00, 0.00,(0 0)
380, 379441441, -54.96, -54.87, -55.40, 0.00, 0.00,(0 0)
381, 380442342, -55.96, -55.84, -56.48, 0.00, 0.00,(0 0)
382, 381443243, -56.06, -55.88, -56.21, 0.00, 0.00,(0 0)
383, 382444144, -56.20, -56.02, -56.49, 0.00, 0.00,(0 0)
384, 383445045, -56.23, -55.89, -56.43, 0.00, 0.00,(0 0)
385, 384445945, -56.35, -56.21, -56.66, 0.00, 0.00,(0 0)
386, 385446846, -56.51, -56.40, -56.76, 0.00, 0.00,(0 0)
387, 386447747, -56.40, -56.18, -56.97, 0.00, 0.00,(0 0)
388, 387448648, -56.13, -55.86, -56.43, 0.00, 0.00,(0 0)
389, 388449549, -56.10, -55.68, -56.52, 0.00, 0.00,(0 0)
390, 389450450, -56.07, -55.78, -56.23, 0.00, 0.00,(0 0)
391, 390451351, -56.32, -56.29, -56.92, 0.00, 0.00,(0 0)
392, 391452252, -56.20, -55.95, -56.46, 0.00, 0.00,(0 0)
393, 392453153, -47.37, -47.32, -49.34, 0.00, 0.00,(0 0)
394, 393454054, -42.60, -42.02, -43.08, 0.00, 0.00,(0 0)
395, 394454954, -39.35, -38.60, -39.36, 0.00, 0.00,(0 0)
396, 395455855, -48.14, -47.14, -48.16, 0.00, 0.00,(0 0)
397, 396456756, -55.97, -55.63, -56.92, 0.00, 0.00,(0 0)
398, 397457657, -56.13, -55.97, -56.62, 0.00, 0.00,(0 0)
399, 398458558, -56.05, -55.81, -56.26, 0.00, 0.00,(0 0)
400, 399459459, -55.43, -55.18, -56.35, 0.00, 0.00,(0 0)
401, 400460360, -54.72, -53.94, -55.90, 0.00, 0.00,(0 0)
402, 401461261, -55.87, -55.65, -56.32, 0.00, 0.00,(0 0)
403, 402462162, -55.87, -55.85, -56.25, 0.00, 0.00,(0 0)
404, 403463063, -55.85, -55.47, -56.19, 0.00, 0.00,(0 0)
405, 404463963, -55.86, -55.73, -55.95, 0.00, 0.00,(0 0)
406, 405464864, -55.86, -55.57, -55.95, 0.00, 0.00,(0 0)
407, 406465765, -55.84, -55.71, -56.53, 0.00, 0.00,(0 0)
408, 407466666, -55.80, -55.45, -55.95, 0.00, 0.00,(0 0)
409, 408467567, -55.79, -55.72, -56.05, 0.00, 0.00,(0 0)
410, 409468468, -55.70, -55.22, -56.07, 0.00, 0.00,(0 0)
411, 410469369, -55.53, -55.46, -55.84, 0.00, 0.00,(0 0)
412, 411470270, -55.67, -55.64, -55.99, 0.00, 0.00,(0 0)
413, 412471171, -55.70, -55.58, -56.37, 0.00, 0.00,(0 0)
414, 413472072, -55.76, -55.45, -56.51, 0.00, 0.00,(0 0)
415, 414472972, -55.72, -55.38, -56.51, 0.00, 0.00,(0 0)
416, 415473873, -55.77, -55.35, -56.15, 0.00, 0.00,(0 0)
417, 416474774, -55.89, -55.66, -55.99, 0.00, 0.00,(0 0)
418, 417475675, -55.79, -55.67, -56.03, 0.00, 0.00,(0 0)
419, 418476576, -55.98, -55.76, -56.23, 0.00, 0.00,(0 0)
420, 419477477, -56.06, -55.94, -56.63, 0.00, 0.00,(0 0)
421, 420478378, -56.18, -56.11, -56.57, 0.00, 0.00,(0 0)
422, 421479279, -56.23, -56.19, -56.65, 0.00, 0.00,(0 0)
423, 422480180, -56.30, -56.24, -56.81, 0.00, 0.00,(0 0)
424, 423481081, -56.28, -55.91, -56.63, 0.00, 0.00,(0 0)
425, 424481981, -56.33, -56.29, -56.89, 0.00, 0.00,(0 0)
426, 425482882, -56.52, -56.28, -56.64, 0.00, 0.00,(0 0)
427, 426483783, -56.68, -55.92, -57.19, 0.00, 0.00,(0 0)
428, 427484684, -56.64, -56.43, -57.38, 0.00, 0.00,(0 0)
429, 428485585, -56.75, -56.68, -57.57, 0.00, 0.00,(0 0)
430, 429486486, -56.85, -56.77, -57.53, 0.00, 0.00,(0 0)
431, 430487387, -56.85, -56.64, -57.00, 0.00, 0.00,(0 0)
432, 431488288, -56.95, -56.41, -57.17, 0.00, 0.00,(0 0)
433, 432489189, -56.87, -56.51, -57.19, 0.00, 0.00,(0 0)
434, 433490090, -57.10, -56.99, -57.52, 0.00, 0.00,(0 0)
435, 434490990, -57.18, -56.87, -57.38, 0.00, 0.00,(0 0)
436, 435491891, -57.23, -57.20, -57.83, 0.00, 0.00,(0 0)
437, 436492792, -57.29, -56.96, -57.33, 0.00, 0.00,(0 0)
438, 437493693, -57.18, -57.16, -57.52, 0.00, 0.00,(0 0)
439, 438494594, -57.14, -56.97, -57.36, 0.00, 0.00,(0 0)
440, 439495495, -57.16, -57.13, -57.41, 0.00, 0.00,(0 0)
441, 440496396, -57.21, -57.15, -57.65, 0.00, 0.00,(0 0)
442, 441497297, -56.20, -55.64, -57.33, 0.00, 0.00,(0 0)
443, 442498198, -55.53, -54.64, -57.33, 0.00, 0.00,(0 0)
444, 443499099, -56.97, -56.86, -57.36, 0.00, 0.00,(0 0)
445, 444500000, -57.09, -56.84, -57.23, 0.00, 0.00,(0 0)
446, 445500900, -56.90, -56.74, -57.02, 0.00, 0.00,(0 0)
447, 446501801, -56.81, -56.69, -57.38, 0.00, 0.00,(0 0)
448, 447502702, -56.88, -56.83, -57.24, 0.00, 0.00,(0 0)
449, 448503603, -56.65, -56.50, -56.74, 0.00, 0.00,(0 0)
450, 449504504, -54.73, -54.58, -55.16, 0.00, 0.00,(0 0)
451, 450505405, -56.22, -55.93, -56.49, 0.00, 0.00,(0 0)
452, 451506306, -56.40, -56.30, -57.01, 0.00, 0.00,(0 0)
453, 452507207, -56.29, -56.24, -56.90, 0.00, 0.00,(0 0)
454, 453508108, -56.25, -55.73, -56.87, 0.00, 0.00,(0 0)
455, 454509009, -55.85, -55.65, -56.22, 0.00, 0.00,(0 0)
456, 455509909, -55.90, -55.85, -56.19, 0.00, 0.00,(0 0)
457, 456510810, -56.12, -55.97, -56.66, 0.00, 0.00,(0 0)
458, 457511711, -56.06, -55.98, -56.23, 0.00, 0.00,(0 0)
459, 458512612, -55.92, -55.85, -56.26, 0.00, 0.00,(0 0)
460, 459513513, -55.88, -55.86, -56.56, 0.00, 0.00,(0 0)
461, 460514414, -55.92, -55.63, -56.45, 0.00, 0.00,(0 0)
462, 461515315, -55.90, -55.62, -56.84, 0.00, 0.00,(0 0)
463, 462516216, -56.02, -55.95, -56.49, 0.00, 0.00,(0 0)
464, 463517117, -56.18, -56.11, -56.39, 0.00, 0.00,(0 0)
465, 464518018, -56.14, -56.06, -56.36, 0.00, 0.00,(0 0)
466, 465518918, -56.22, -56.18, -56.75, 0.00, 0.00,(0 0)
467, 466519819, -56.21, -56.19, -56.61, 0.00, 0.00,(0 0)
468, 467520720, -54.98, -54.33, -55.91, 0.00, 0.00,(0 0)
469, 468521621, -53.78, -52.65, -55.32, 0.00, 0.00,(0 0)
470, 469522522, -41.12, -40.63, -42.29, 0.00, 0.00,(0 0)
471, 470523423, -32.13, -31.90, -32.68, 0.00, 0.00,(0 0)
472, 471524324, -30.26, -30.21, -30.73, 0.00, 0.00,(0 0)
473, 472525225, -29.85, -29.83, -30.17, 0.00, 0.00,(0 0)
474, 473526126, -30.25, -30.25, -30.83, 0.00, 0.00,(0 0)
475, 474527027, -30.86, -30.85, -31.18, 0.00, 0.00,(0 0)
476, 475527927, -31.65, -31.27, -32.03, 0.00, 0.00,(0 0)
477, 476528828, -30.78, -30.72, -31.63, 0.00, 0.00,(0 0)
478, 477529729, -30.87, -30.52, -31.80, 0.00, 0.00,(0 0)
479, 478530630, -31.79, -31.21, -31.87, 0.00, 0.00,(0 0)
480, 479531531, -31.67, -31.11, -32.39, 0.00, 0.00,(0 0)
481, 480532432, -32.12, -32.09, -32.47, 0.00, 0.00,(0 0)
482, 481533333, -32.29, -32.13, -32.83, 0.00, 0.00,(0 0)
483, 482534234, -29.43, -28.80, -29.67, 0.00, 0.00,(0 0)
484, 483535135, -28.49, -28.25, -28.66, 0.00, 0.00,(0 0)
485, 484536036, -28.38, -28.17, -28.61, 0.00, 0.00,(0 0)
486, 485536936, -27.86, -27.66, -28.30, 0.00, 0.00,(0 0)
487, 486537837, -26.29, -26.23, -26.91, 0.00, 0.00,(0 0)
488, 487538738, -27.38, -26.73, -28.15, 0.00, 0.00,(0 0)
489, 488539639, -27.16, -26.88, -27.64, 0.00, 0.00,(0 0)
490, 489540540, -26.75, -26.37, -26.95, 0.00, 0.00,(0 0)
491, 490541441, -26.95, -26.69, -27.73, 0.00, 0.00,(0 0)
492, 491542342, -27.95, -27.36, -28.43, 0.00, 0.00,(0 0)
493, 492543243, -29.96, -29.81, -30.18, 0.00, 0.00,(0 0)
494, 493544144, -30.96, -30.29, -32.15, 0.00, 0.00,(0 0)
495, 494545045, -28.30, -28.23, -28.43, 0.00, 0.00,(0 0)
496, 495545945, -28.73, -28.72, -29.39, 0.00, 0.00,(0 0)
497, 496546846, -30.82, -30.68, -31.22, 0.00, 0.00,(0 0)
498, 497547747, -32.64, -32.34, -32.88, 0.00, 0.00,(0 0)
499, 498548648, -30.69, -30.60, -31.91, 0.00, 0.00,(0 0)
500, 499549549, -29.75, -29.20, -30.40, 0.00, 0.00,(0 0)
501, 500550450, -38.21, -38.16, -39.12, 0.00, 0.00,(0 0)
502, 501551351, -43.86, -43.60, -44.02, 0.00, 0.00,(0 0)
503, 502552252, -43.69, -43.23, -43.93, 0.00, 0.00,(0 0)
504, 503553153, -43.09, -42.96, -43.88, 0.00, 0.00,(0 0)
505, 504554054, -43.44, -43.38, -43.68, 0.00, 0.00,(0 0)
506, 505554954, -42.81, -42.03, -43.31, 0.00, 0.00,(0 0)
507, 506555855, -43.98, -43.98, -44.63, 0.00, 0.00,(0 0)
508, 507556756, -45.51, -45.01, -45.58, 0.00, 0.00,(0 0)
509, 508557657, -45.65, -45.13, -45.70, 0.00, 0.00,(0 0)
510, 509558558, -44.76, -44.58, -45.12, 0.00, 0.00,(0 0)
511, 510559459, -43.19, -42.90, -43.53, 0.00, 0.00,(0 0)
512, 511560360, -44.75, -44.15, -45.07, 0.00, 0.00,(0 0)
513, 512561261, -50.27, -49.82, -50.30, 0.00, 0.00,(0 0)
514, 513562162, -50.75, -49.62, -51.40, 0.00, 0.00,(0 0)
515, 514563063, -51.00, -50.16, -51.12, 0.00, 0.00,(0 0)
516, 515563963, -51.20, -51.06, -51.46, 0.00, 0.00,(0 0)
517, 516564864, -51.84, -51.73, -51.99, 0.00, 0.00,(0 0)
518, 517565765, -49.57, -49.38, -50.04, 0.00, 0.00,(0 0)
519, 518566666, -44.76, -44.55, -45.23, 0.00, 0.00,(0 0)
520, 519567567, -46.17, -45.78, -46.28, 0.00, 0.00,(0 0)
521, 520568468, -45.87, -45.63, -46.20, 0.00, 0.00,(0 0)
522, 521569369, -47.01, -46.99, -47.58, 0.00, 0.00,(0 0)
523, 522570270, -46.64, -46.29, -47.40, 0.00, 0.00,(0 0)
524, 523571171, -45.18, -44.65, -45.53, 0.00, 0.00,(0 0)
525, 524572072, -43.21, -42.48, -43.21, 0.00, 0.00,(0 0)
526, 525572972, -44.13, -44.07, -44.45, 0.00, 0.00,(0 0)
527, 526573873, -44.63, -44.43, -45.05, 0.00, 0.00,(0 0)
528, 527574774, -44.06, -43.55, -44.06, 0.00, 0.00,(0 0)
529, 528575675, -43.53, -42.87, -43.64, 0.00, 0.00,(0 0)
530, 529576576, -42.16, -41.78, -43.21, 0.00, 0.00,(0 0)
531, 530577477, -35.99, -35.33, -36.08, 0.00, 0.00,(0 0)
532, 531578378, -36.32, -36.20, -36.73, 0.00, 0.00,(0 0)
533, 532579279, -36.89, -36.88, -37.16, 0.00, 0.00,(0 0)
534, 533580180, -37.16, -36.71, -37.23, 0.00, 0.00,(0 0)
535, 534581081, -35.68, -35.45, -36.25, 0.00, 0.00,(0 0)
536, 535581981, -38.31, -37.29, -38.92, 0.00, 0.00,(0 0)
537, 536582882, -41.55, -41.06, -41.67, 0.00, 0.00,(0 0)
538, 537583783, -41.91, -41.60, -42.05, 0.00, 0.00,(0 0)
539, 538584684, -41.63, -41.13, -41.88, 0.00, 0.00,(0 0)
540, 539585585, -38.89, -38.40, -39.05, 0.00, 0.00,(0 0)
541, 540586486, -37.70, -37.24, -37.70, 0.00, 0.00,(0 0)
542, 541587387, -38.41, -37.78, -38.55, 0.00, 0.00,(0 0)
543, 542588288, -35.81, -35.26, -36.13, 0.00, 0.00,(0 0)
544, 543589189, -32.86, -32.86, -33.60, 0.00, 0.00,(0 0)
545, 544590090, -33.92, -33.58, -34.13, 0.00, 0.00,(0 0)
546, 545590990, -33.48, -33.43, -34.00, 0.00, 0.00,(0 0)
547, 546591891, -35.04, -34.99, -35.35, 0.00, 0.00,(0 0)
548, 547592792, -36.40, -36.40, -37.61, 0.00, 0.00,(0 0)
549, 548593693, -33.42, -33.21, -34.73, 0.00, 0.00,(0 0)
550, 549594594, -36.71, -36.67, -37.37, 0.00, 0.00,(0 0)
551, 550595495, -37.34, -36.90, -37.45, 0.00, 0.00,(0 0)
552, 551596396, -34.97, -34.90, -35.47, 0.00, 0.00,(0 0)
553, 552597297, -36.33, -36.06, -36.37, 0.00, 0.00,(0 0)
554, 553598198, -37.96, -37.48, -38.13, 0.00, 0.00,(0 0)
555, 554599099, -46.37, -45.77, -46.43, 0.00, 0.00,(0 0)
556, 555600000, -49.79, -49.52, -49.86, 0.00, 0.00,(0 0)
557, 556600900, -49.72, -49.68, -50.50, 0.00, 0.00,(0 0)
558, 557601801, -48.71, -48.71, -49.30, 0.00, 0.00,(0 0)
559, 558602702, -49.67, -49.61, -50.17, 0.00, 0.00,(0 0)
560, 559603603, -51.28, -50.97, -51.35, 0.00, 0.00,(0 0)
561, 560604504, -53.05, -53.03, -53.54, 0.00, 0.00,(0 0)
562, 561605405, -53.59, -53.23, -53.59, 0.00, 0.00,(0 0)
563, 562606306, -53.45, -53.39, -53.71, 0.00, 0.00,(0 0)
564, 563607207, -54.18, -54.04, -54.49, 0.00, 0.00,(0 0)
565, 564608108, -54.40, -54.20, -54.59, 0.00, 0.00,(0 0)
566, 565609009, -56.14, -55.09, -56.14, 0.00, 0.00,(0 0)
567, 566609909, -56.76, -56.16, -56.90, 0.00, 0.00,(0 0)
568, 567610810, -56.61, -56.55, -56.72, 0.00, 0.00,(0 0)
569, 568611711, -56.71, -56.66, -57.06, 0.00, 0.00,(0 0)
570, 569612612, -56.91, -56.25, -57.34, 0.00, 0.00,(0 0)
571, 570613513, -56.93, -56.81, -57.50, 0.00, 0.00,(0 0)
572, 571614414, -56.97, -56.86, -57.50, 0.00, 0.00,(0 0)
573, 572615315, -55.64, -55.29, -55.90, 0.00, 0.00,(0 0)
574, 573616216, -55.29, -55.25, -55.75, 0.00, 0.00,(0 0)
575, 574617117, -55.28, -55.28, -55.74, 0.00, 0.00,(0 0)
576, 575618018, -54.95, -54.73, -55.26, 0.00, 0.00,(0 0)
577, 576618918, -54.61, -54.27, -55.05, 0.00, 0.00,(0 0)
578, 577619819, -43.19, -41.77, -43.64, 0.00, 0.00,(0 0)
579, 578620720, -35.50, -35.50, -36.05, 0.00, 0.00,(0 0)
580, 579621621, -34.95, -34.93, -35.41, 0.00, 0.00,(0 0)
581, 580622522, -34.73, -34.66, -35.05, 0.00, 0.00,(0 0)
582, 581623423, -34.25, -33.94, -34.62, 0.00, 0.00,(0 0)
583, 582624324, -35.22, -34.77, -35.82, 0.00, 0.00,(0 0)
584, 583625225, -35.27, -34.65, -36.03, 0.00, 0.00,(0 0)
585, 584626126, -38.98, -38.78, -39.58, 0.00, 0.00,(0 0)
586, 585627027, -41.75, -41.38, -42.14, 0.00, 0.00,(0 0)
587, 586627927, -41.38, -41.16, -42.54, 0.00, 0.00,(0 0)
588, 587628828, -40.73, -40.45, -41.04, 0.00, 0.00,(0 0)
589, 588629729, -40.69, -40.57, -40.98, 0.00, 0.00,(0 0)
590, 589630630, -42.91, -42.68, -43.02, 0.00, 0.00,(0 0)
591, 590631531, -49.31, -49.19, -49.76, 0.00, 0.00,(0 0)
592, 591632432, -51.01, -50.87, -51.68, 0.00, 0.00,(0 0)
593, 592633333, -51.06, -50.90, -51.72, 0.00, 0.00,(0 0)
594, 593634234, -52.32, -52.07, -52.67, 0.00, 0.00,(0 0)
595, 594635135, -50.99, -50.37, -52.00, 0.00, 0.00,(0 0)
596, 595636036, -50.29, -50.26, -50.78, 0.00, 0.00,(0 0)
597, 596636936, -47.05, -47.05, -48.37, 0.00, 0.00,(0 0)
598, 597637837, -47.63, -47.60, -48.33, 0.00, 0.00,(0 0)
599, 598638738, -48.12, -47.80, -48.87, 0.00, 0.00,(0 0)
600, 599639639, -46.57, -46.51, -46.99, 0.00, 0.00,(0 0)
601, 600640540, -45.90, -45.88, -46.53, 0.00, 0.00,(0 0)
602, 601641441, -44.03, -43.55, -44.27, 0.00, 0.00,(0 0)
603, 602642342, -44.62, -44.14, -45.84, 0.00, 0.00,(0 0)
604, 603643243, -46.14, -45.32, -46.35, 0.00, 0.00,(0 0)
605, 604644144, -44.29, -43.33, -44.33, 0.00, 0.00,(0 0)
606, 605645045, -44.93, -44.38, -44.98, 0.00, 0.00,(0 0)
607, 606645945, -45.87, -45.72, -46.27, 0.00, 0.00,(0 0)
608, 607646846, -47.52, -47.49, -48.03, 0.00, 0.00,(0 0)
609, 608647747, -55.14, -54.74, -55.24, 0.00, 0.00,(0 0)
610, 609648648, -57.56, -57.20, -57.87, 0.00, 0.00,(0 0)
611, 610649549, -57.64, -57.50, -58.02, 0.00, 0.00,(0 0)
612, 611650450, -57.70, -57.39, -57.90, 0.00, 0.00,(0 0)
613, 612651351, -57.71, -57.60, -57.85, 0.00, 0.00,(0 0)
614, 613652252, -57.67, -57.56, -57.89, 0.00, 0.00,(0 0)
615, 614653153, -57.54, -57.41, -57.83, 0.00, 0.00,(0 0)
616, 615654054, -57.39, -56.77, -57.54, 0.00, 0.00,(0 0)
617, 616654954, -57.50, -57.35, -57.79, 0.00, 0.00,(0 0)
618, 617655855, -57.44, -57.17, -58.13, 0.00, 0.00,(0 0)
619, 618656756, -57.50, -57.32, -57.90, 0.00, 0.00,(0 0)
620, 619657657, -51.11, -50.89, -52.07, 0.00, 0.00,(0 0)
621, 620658558, -41.90, -41.89, -42.52, 0.00, 0.00,(0 0)
622, 621659459, -40.18, -39.47, -40.44, 0.00, 0.00,(0 0)
623, 622660360, -39.13, -38.89, -39.91, 0.00, 0.00,(0 0)
624, 623661261, -37.20, -37.13, -37.81, 0.00, 0.00,(0 0)
625, 624662162, -39.13, -38.41, -39.49, 0.00, 0.00,(0 0)
626, 625663063, -39.84, -39.43, -40.19, 0.00, 0.00,(0 0)
627, 626663963, -36.86, -36.53, -37.39, 0.00, 0.00,(0 0)
628, 627664864, -36.89, -36.58, -37.16, 0.00, 0.00,(0 0)
629, 628665765, -37.03, -37.03, -37.76, 0.00, 0.00,(0 0)
630, 629666666, -38.06, -38.00, -38.73, 0.00, 0.00,(0 0)
631, 630667567, -37.77, -37.68, -38.02, 0.00, 0.00,(0 0)
632, 631668468, -38.57, -38.10, -39.38, 0.00, 0.00,(0 0)
633, 632669369, -44.52, -44.51, -45.46, 0.00, 0.00,(0 0)
634, 633670270, -47.01, -46.85, -47.42, 0.00, 0.00,(0 0)
635, 634671171, -47.46, -46.88, -47.57, 0.00, 0.00,(0 0)
636, 635672072, -46.71, -46.58, -47.37, 0.00, 0.00,(0 0)
637, 636672972, -49.24, -49.04, -49.89, 0.00, 0.00,(0 0)
638, 637673873, -50.40, -50.05, -50.47, 0.00, 0.00,(0 0)
639, 638674774, -56.00, -55.79, -56.13, 0.00, 0.00,(0 0)
640, 639675675, -56.99, -56.82, -57.36, 0.00, 0.00,(0 0)
641, 640676576, -56.85, -56.66, -57.26, 0.00, 0.00,(0 0)
642, 641677477, -56.35, -56.27, -57.06, 0.00, 0.00,(0 0)
643, 642678378, -56.51, -56.46, -56.99, 0.00, 0.00,(0 0)
644, 643679279, -53.56, -53.07, -54.50, 0.00, 0.00,(0 0)
645, 644680180, -46.09, -45.54, -46.37, 0.00, 0.00,(0 0)
646, 645681081, -46.83, -46.31, -46.90, 0.00, 0.00,(0 0)
647, 646681981, -47.67, -47.56, -48.43, 0.00, 0.00,(0 0)
648, 647682882, -47.01, -46.81, -47.64, 0.00, 0.00,(0 0)
649, 648683783, -46.38, -46.21, -47.29, 0.00, 0.00,(0 0)
650, 649684684, -40.74, -40.10, -41.66, 0.00, 0.00,(0 0)
651, 650685585, -34.13, -34.13, -35.73, 0.00, 0.00,(0 0)
652, 651686486, -35.16, -34.37, -35.48, 0.00, 0.00,(0 0)
653, 652687387, -33.51, -33.51, -34.01, 0.00, 0.00,(0 0)
654, 653688288, -31.29, -31.17, -31.81, 0.00, 0.00,(0 0)
655, 654689189, -32.22, -32.18, -32.83, 0.00, 0.00,(0 0)
656, 655690090, -33.32, -33.32, -33.93, 0.00, 0.00,(0 0)
657, 656690990, -33.17, -32.58, -33.92, 0.00, 0.00,(0 0)
658, 657691891, -32.93, -32.84, -33.12, 0.00, 0.00,(0 0)
659, 658692792, -33.43, -32.84, -33.58, 0.00, 0.00,(0 0)
660, 659693693, -32.01, -31.93, -32.35, 0.00, 0.00,(0 0)
661, 660694594, -30.94, -30.70, -31.59, 0.00, 0.00,(0 0)
662, 661695495, -31.26, -30.86, -31.95, 0.00, 0.00,(0 0)
663, 662696396, -29.81, -29.54, -30.61, 0.00, 0.00,(0 0)
664, 663697297, -28.77, -28.68, -29.43, 0.00, 0.00,(0 0)
665, 664698198, -28.93, -28.74, -29.21, 0.00, 0.00,(0 0)
666, 665699099, -30.16, -30.16, -30.80, 0.00, 0.00,(0 0)
667, 666700000, -29.04, -28.56, -29.48, 0.00, 0.00,(0 0)
668, 667700900, -30.78, -30.37, -31.65, 0.00, 0.00,(0 0)
669, 668701801, -38.31, -36.74, -39.17, 0.00, 0.00,(0 0)
670, 669702702, -40.78, -40.34, -41.02, 0.00, 0.00,(0 0)
671, 670703603, -40.20, -39.96, -40.36, 0.00, 0.00,(0 0)
672, 671704504, -39.08, -38.83, -39.08, 0.00, 0.00,(0 0)
673, 672705405, -39.24, -38.40, -39.24, 0.00, 0.00,(0 0)
674, 673706306, -41.13, -40.85, -41.57, 0.00, 0.00,(0 0)
675, 674707207, -45.85, -45.62, -46.08, 0.00, 0.00,(0 0)
676, 675708108, -45.51, -45.34, -45.87, 0.00, 0.00,(0 0)
677, 676709009, -44.28, -44.24, -45.02, 0.00, 0.00,(0 0)
678, 677709909, -43.88, -43.84, -44.33, 0.00, 0.00,(0 0)
679, 678710810, -44.23, -44.23, -44.82, 0.00, 0.00,(0 0)
680, 679711711, -45.87, -45.87, -46.82, 0.00, 0.00,(0 0)
681, 680712612, -42.52, -42.21, -42.75, 0.00, 0.00,(0 0)
682, 681713513, -43.26, -43.16, -43.74, 0.00, 0.00,(0 0)
683, 682714414, -44.02, -44.01, -44.58, 0.00, 0.00,(0 0)
684, 683715315, -42.84, -42.74, -43.14, 0.00, 0.00,(0 0)
685, 684716216, -42.84, -42.72, -43.14, 0.00, 0.00,(0 0)
686, 685717117, -40.94, -40.83, -41.42, 0.00, 0.00,(0 0)
687, 686718018, -33.98, -33.87, -34.73, 0.00, 0.00,(0 0)
688, 687718918, -33.24, -33.18, -33.95, 0.00, 0.00,(0 0)
689, 688719819, -33.25, -33.25, -33.62, 0.00, 0.00,(0 0)
690, 689720720, -33.08, -33.06, -33.64, 0.00, 0.00,(0 0)
691, 690721621, -33.59, -33.40, -34.06, 0.00, 0.00,(0 0)
692, 691722522, -33.52, -32.50, -34.51, 0.00, 0.00,(0 0)
693, 692723423, -34.01, -33.60, -34.29, 0.00, 0.00,(0 0)
694, 693724324, -32.71, -32.20, -33.05, 0.00, 0.00,(0 0)
695, 694725225, -31.67, -31.42, -32.58, 0.00, 0.00,(0 0)
696, 695726126, -32.07, -32.06, -32.54, 0.00, 0.00,(0 0)
697, 696727027, -31.87, -31.81, -32.27, 0.00, 0.00,(0 0)
698, 697727927, -33.51, -33.26, -34.34, 0.00, 0.00,(0 0)
699, 698728828, -42.53, -41.43, -43.21, 0.00, 0.00,(0 0)
700, 699729729, -58.26, -58.15, -58.64, 0.00, 0.00,(0 0)
701, 700730630, -58.83, -58.70, -58.87, 0.00, 0.00,(0 0)
702, 701731531, -58.87, -58.66, -59.31, 0.00, 0.00,(0 0)
703, 702732432, -58.78, -58.61, -59.28, 0.00, 0.00,(0 0)
704, 703733333, -58.86, -58.79, -59.09, 0.00, 0.00,(0 0)
705, 704734234, -58.94, -58.77, -59.25, 0.00, 0.00,(0 0)
706, 705735135, -59.08, -59.08, -59.71, 0.00, 0.00,(0 0)
707, 706736036, -59.13, -58.76, -59.39, 0.00, 0.00,(0 0)
708, 707736936, -59.00, -58.78, -59.25, 0.00, 0.00,(0 0)
709, 708737837, -58.95, -58.64, -59.25, 0.00, 0.00,(0 0)
710, 709738738, -58.86, -58.59, -59.04, 0.00, 0.00,(0 0)
711, 710739639, -59.41, -59.27, -59.54, 0.00, 0.00,(0 0)
712, 711740540, -59.55, -59.43, -59.82, 0.00, 0.00,(0 0)
713, 712741441, -59.61, -59.59, -60.37, 0.00, 0.00,(0 0)
714, 713742342, -59.69, -59.54, -59.86, 0.00, 0.00,(0 0)
715, 714743243, -59.58, -59.48, -59.85, 0.00, 0.00,(0 0)
716, 715744144, -59.52, -59.37, -60.49, 0.00, 0.00,(0 0)
717, 716745045, -59.55, -59.54, -60.08, 0.00, 0.00,(0 0)
718, 717745945, -59.62, -59.53, -59.70, 0.00, 0.00,(0 0)
719, 718746846, -59.81, -59.50, -59.96, 0.00, 0.00,(0 0)
720, 719747747, -59.81, -59.60, -60.07, 0.00, 0.00,(0 0)
721, 720748648, -59.90, -59.68, -59.97, 0.00, 0.00,(0 0)
722, 721749549, -59.85, -59.72, -60.33, 0.00, 0.00,(0 0)
723, 722750450, -59.78, -59.65, -60.01, 0.00, 0.00,(0 0)
724, 723751351, -59.86, -59.65, -60.21, 0.00, 0.00,(0 0)
725, 724752252, -59.83, -59.22, -60.23, 0.00, 0.00,(0 0)
726, 725753153, -59.90, -59.68, -60.09, 0.00, 0.00,(0 0)
727, 726754054, -60.10, -60.00, -60.34, 0.00, 0.00,(0 0)
728, 727754954, -60.10, -59.68, -60.36, 0.00, 0.00,(0 0)
729, 728755855, -60.10, -59.95, -60.92, 0.00, 0.00,(0 0)
730, 729756756, -60.04, -59.95, -60.46, 0.00, 0.00,(0 0)
